aMarkerPercent,alignment,bMarkerPercent,ba,baseDenom,bna,category,corpus,dnmalignment,docId,logdnmalignment,nba,nbna,noLogAlign,numUtterances,powerDenom,replierId,sparsityA,sparsityB,speakerId
0.027777777777777776,3.120895416507997,0.07142857142857142,2.0,68.0,3.0,big,Manchester,0.9285714285714286,anne01a.xml,2.639057329615259,0.0,65.0,0.9558823529411765,70,2.0,MOT,222,765,CHI
0.0410958904109589,1.4966424182887559,0.08571428571428572,1.0,67.0,5.0,put,Manchester,0.2476190476190476,anne01a.xml,1.3581234841531942,2.0,62.0,0.25870646766169153,70,3.0,MOT,222,765,CHI
0.06666666666666667,1.4017985476558559,0.3,5.0,65.0,16.0,it,Manchester,0.7,anne01a.xml,1.2039728043259361,0.0,49.0,0.7538461538461538,70,5.0,MOT,222,765,CHI
0.014084507042253521,1.2383742310432684,0.3,1.0,69.0,20.0,you,Manchester,0.7,anne01a.xml,1.2039728043259361,0.0,49.0,0.7101449275362319,70,1.0,MOT,222,765,CHI
0.027777777777777776,1.2237754316221157,0.15714285714285714,1.0,68.0,10.0,what,Manchester,0.34285714285714286,anne01a.xml,1.1574527886910433,1.0,58.0,0.3529411764705882,70,2.0,MOT,222,765,CHI
0.07894736842105263,0.980829253011726,0.14285714285714285,2.0,64.0,8.0,that,Manchester,0.19047619047619047,anne01a.xml,0.8472978603872037,4.0,56.0,0.20833333333333331,70,6.0,MOT,222,765,CHI
0.05405405405405406,0.9315582040049436,0.21428571428571427,2.0,66.0,13.0,a,Manchester,0.2857142857142857,anne01a.xml,0.8472978603872038,2.0,53.0,0.30303030303030304,70,4.0,MOT,222,765,CHI
0.15151515151515152,0.8329091229351042,0.03571428571428571,1.0,69.0,2.0,oh,Manchester,0.030952380952380953,anne01a.xml,0.6241543090729937,14.0,67.0,0.03768115942028985,84,15.0,CHI,1115,240,MOT
0.17647058823529413,0.6061358035703153,0.03571428571428571,1.0,66.0,2.0,want,Manchester,0.01984126984126984,anne01a.xml,0.44183275227903884,17.0,64.0,0.02525252525252525,84,18.0,CHI,1115,240,MOT
0.14285714285714285,0.2231435513142097,0.05952380952380952,1.0,70.0,4.0,a,Manchester,0.011904761904761904,anne01a.xml,0.18232155679395445,13.0,66.0,0.014285714285714284,84,14.0,CHI,1115,240,MOT
