aMarkerPercent,alignment,bMarkerPercent,ba,baseDenom,bna,category,corpus,dnmalignment,docId,logdnmalignment,nba,nbna,noLogAlign,numUtterances,powerDenom,replierId,sparsityA,sparsityB,speakerId
0.0058823529411764705,5.123963979403259,0.0039447731755424065,1.0,504.0,1.0,at,Suppes,0.3293885601577909,nina01.xml,4.436751534363128,2.0,503.0,0.33134920634920634,507,3.0,CHI,4675,2269,MOT
0.003929273084479371,4.145116887595524,0.009861932938856016,1.0,505.0,4.0,my,Suppes,0.490138067061144,nina01.xml,3.9259259105971376,1.0,501.0,0.49207920792079207,507,2.0,CHI,4675,2269,MOT
0.046992481203007516,4.057680577850509,0.007889546351084813,3.0,482.0,1.0,in,Suppes,0.11211045364891518,nina01.xml,2.7219531062712017,22.0,481.0,0.11792531120331949,507,25.0,CHI,4675,2269,MOT
0.019342359767891684,3.906004933102583,0.007889546351084813,2.0,497.0,2.0,eat,Suppes,0.19211045364891519,nina01.xml,3.232778730037192,8.0,495.0,0.19597585513078472,507,10.0,CHI,4675,2269,MOT
0.011695906432748537,3.3262343431887,0.015779092702169626,2.0,501.0,6.0,look,Suppes,0.31755424063116366,nina01.xml,3.0504571732432373,4.0,495.0,0.3213572854291417,507,6.0,CHI,4675,2269,MOT
0.03977272727272727,3.1416861861770706,0.0039447731755424065,1.0,486.0,1.0,he,Suppes,0.04367427444350521,nina01.xml,2.490841385307815,20.0,485.0,0.04556143445032334,507,21.0,CHI,4675,2269,MOT
0.023121387283236993,3.0265039322207445,0.005917159763313609,1.0,495.0,2.0,of,Suppes,0.07741617357001972,nina01.xml,2.644992065135073,11.0,493.0,0.07929292929292929,507,12.0,CHI,4675,2269,MOT
0.023121387283236993,3.026503932220744,0.01775147928994083,3.0,495.0,6.0,get,Suppes,0.23224852071005916,nina01.xml,2.6449920651350727,9.0,489.0,0.23787878787878788,507,12.0,CHI,4675,2269,MOT
0.054104477611940295,2.514632830053201,0.055226824457593686,12.0,478.0,16.0,big,Suppes,0.35856627899068216,nina01.xml,2.0139173132175054,17.0,462.0,0.38032030010099555,507,29.0,CHI,4675,2269,MOT
0.04878048780487805,2.378774231351592,0.03747534516765286,7.0,481.0,12.0,little,Suppes,0.23175542406311636,nina01.xml,1.971885635458574,19.0,469.0,0.24428274428274427,507,26.0,CHI,4675,2269,MOT
0.11363636363636363,1.916922612182061,0.0039447731755424065,1.0,442.0,1.0,are,Suppes,0.01143984220907298,nina01.xml,1.3609765531356013,64.0,441.0,0.013122171945701358,507,65.0,CHI,4675,2269,MOT
0.009765625,1.836573485017848,0.03353057199211045,1.0,502.0,16.0,more,Suppes,0.16646942800788955,nina01.xml,1.785859747100867,4.0,486.0,0.16812749003984065,507,5.0,CHI,4675,2269,MOT
0.06972477064220184,1.7592448063435135,0.04930966469428008,8.0,469.0,17.0,on,Suppes,0.1612166510951936,nina01.xml,1.4514905606764326,30.0,452.0,0.17427898103467623,507,38.0,CHI,4675,2269,MOT
0.20408163265306123,1.757857917552374,0.005917159763313609,2.0,377.0,1.0,is,Suppes,0.009467455621301777,nina01.xml,0.9555114450274367,128.0,376.0,0.012732095490716182,507,130.0,CHI,4675,2269,MOT
0.026871401151631478,1.6155416953721176,0.015779092702169626,1.0,493.0,7.0,up,Suppes,0.0556494787264018,nina01.xml,1.5100121322960884,13.0,486.0,0.05722978846711098,507,14.0,CHI,4675,2269,MOT
0.07142857142857142,1.2809338454620645,0.02564102564102564,3.0,468.0,10.0,it,Suppes,0.05128205128205129,nina01.xml,1.0986122886681096,36.0,458.0,0.05555555555555556,507,39.0,CHI,4675,2269,MOT
0.26521739130434785,1.264404543510854,0.07100591715976332,24.0,324.0,12.0,the,Suppes,0.06014162382384325,nina01.xml,0.613559742641598,159.0,312.0,0.09411050394656953,507,183.0,CHI,4675,2269,MOT
0.16474464579901152,0.3050307107863941,0.03944773175542406,5.0,407.0,15.0,a,Suppes,0.01055226824457594,nina01.xml,0.23704645648320133,95.0,392.0,0.013144963144963148,507,100.0,CHI,4675,2269,MOT
0.06629834254143646,0.17344388276193756,0.023668639053254437,1.0,471.0,11.0,this,Suppes,0.004109138724523339,nina01.xml,0.16008541534707277,35.0,460.0,0.004423213021939137,507,36.0,CHI,4675,2269,MOT
0.07142857142857142,0.0,0.02564102564102564,1.0,468.0,12.0,oh,Suppes,0.0,nina01.xml,0.0,38.0,456.0,0.0,507,39.0,CHI,4675,2269,MOT
0.00398406374501992,3.7256934272366524,0.028,1.0,249.0,6.0,like,Suppes,0.972,nina02.xml,3.575550768806933,0.0,243.0,0.9759036144578314,250,1.0,MOT,1641,2277,CHI
0.011857707509881422,3.717628867399922,0.024,2.0,247.0,4.0,big,Suppes,0.6426666666666666,nina02.xml,3.324236340526027,1.0,243.0,0.6504723346828609,250,3.0,MOT,1641,2277,CHI
0.00398406374501992,3.4380113547848716,0.036,1.0,249.0,8.0,at,Suppes,0.964,nina02.xml,3.3242363405260273,0.0,241.0,0.9678714859437751,250,1.0,MOT,1641,2277,CHI
0.007936507936507936,3.4339872044851463,0.02,1.0,248.0,4.0,look,Suppes,0.48,nina02.xml,3.2188758248682006,1.0,244.0,0.4838709677419355,250,2.0,MOT,1641,2277,CHI
0.007936507936507936,3.316204168828763,0.044,2.0,248.0,9.0,take,Suppes,0.956,nina02.xml,3.123565645063876,0.0,239.0,0.9637096774193549,250,2.0,MOT,1641,2277,CHI
0.00398406374501992,3.214867803470662,0.044,1.0,249.0,10.0,of,Suppes,0.956,nina02.xml,3.123565645063876,0.0,239.0,0.9598393574297188,250,1.0,MOT,1641,2277,CHI
0.0421455938697318,2.2676380629168116,0.052,4.0,239.0,9.0,that,Suppes,0.31163636363636366,nina02.xml,1.9449106487222299,7.0,230.0,0.3259794598706733,250,11.0,MOT,1641,2277,CHI
0.011857707509881422,2.2135514706236483,0.04,1.0,247.0,9.0,little,Suppes,0.29333333333333333,nina02.xml,2.120263536200091,2.0,238.0,0.29689608636977055,250,3.0,MOT,1641,2277,CHI
0.038461538461538464,2.0149030205422647,0.084,5.0,240.0,16.0,it,Suppes,0.416,nina02.xml,1.783791299578878,5.0,224.0,0.43333333333333335,250,10.0,MOT,1641,2277,CHI
0.14675767918088736,2.002301593664261,0.132,20.0,207.0,13.0,on,Suppes,0.33311627906976743,nina02.xml,1.2594855142561947,23.0,194.0,0.4023143467026177,250,43.0,MOT,1641,2277,CHI
0.0234375,1.913649286837092,0.056,2.0,244.0,12.0,in,Suppes,0.2773333333333333,nina02.xml,1.7837912995788778,4.0,232.0,0.28415300546448086,250,6.0,MOT,1641,2277,CHI
0.007936507936507936,1.6847873496758872,0.192,2.0,248.0,46.0,to,Suppes,0.808,nina02.xml,1.6502599069543555,0.0,202.0,0.814516129032258,250,2.0,MOT,1641,2277,CHI
